ID TIME pos
15 1.215 [-0.18016903950214336, 0.2715284978390742] [0.3372997208369236, 0.38856165518113756] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
15 544.727 [0.24865116888888883, 0.3266544766666667] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24844, 0.3266], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 549.735 [0.24866211111168882, 0.32665744444476674] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 554.742 [0.24866444442111107, 0.3266577777744445] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2485599999999999, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 559.749 [0.24866444444444413, 0.3266577777777778] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2485599999999999, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 564.757 [0.2486189036444444, 0.32665999997777784] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2485599999999999, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.2486299999999999, 0.32665999999999995], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 569.765 [0.24861667788903635, 0.32665888899999984] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 574.772 [0.24861666666677879, 0.32665888888889005] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 579.881 [0.24861555556666656, 0.32665666668888893] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 584.888 [0.2486155555555556, 0.32665666666666693] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 589.997 [0.24861555555555545, 0.3266566666666667] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 595.004 [0.24861555555555545, 0.3266566666666667] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 600.012 [0.24861555555555545, 0.3266566666666667] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 605.019 [0.24861555555555545, 0.3266566666666667] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2486299999999999, 0.32665999999999995], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.24854999999999983, 0.3266300000000002], [0.24863999999999997, 0.3266800000000001], [0.2485900000000001, 0.32665999999999995], [0.24863999999999997, 0.32665999999999995], [0.24861999999999984, 0.32665999999999995], [0.24861999999999984, 0.3266499999999999], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
