[7 INFO main 30] Initialising Python Geth Console...
[7 INFO main 33] Initialising RandB board...
[7 INFO main 33] Initialising navigation...
[7 INFO main 33] Initialising random-walk...
[7 INFO main 33] Initialising odometry...
[7 INFO main 33] Initialising ground-sensors...
[7 INFO main 763] --//-- Starting Experiment --//--
[7 INFO main 1863] Idle.IDLE -> Scout.Query | Duration: 21.58
[7 INFO main 108704] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 108798] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 109807] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 109899] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 110901] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 111000] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 111908] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 113407] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 114011] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 114112] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 115012] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 115104] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 116015] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 116111] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 117017] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 118017] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 119019] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 119117] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 120020] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 120119] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 121023] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 123222] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 124225] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 124317] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 125227] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 125419] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 126230] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 127729] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 128331] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 128531] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 129331] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 129429] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 130425] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 130535] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 131431] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 131537] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 132432] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 132933] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 133436] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 134138] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 134538] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 135037] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 135538] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 135640] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 136539] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 136938] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 137542] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 138642] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 139543] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 141347] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 141547] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 142145] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 142549] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 143049] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 143551] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 143848] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 144551] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 144652] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 145554] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 145650] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 146652] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 146749] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 147753] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 148851] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 149756] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 162073] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 162073] Scout.Query -> Scout.Query | return to random walk
